dish_id,total_mass,total_calories,total_fat,total_carb,total_protein,calories_per_100g,fat_per_100g,carb_per_100g,protein_per_100g
dish_1563379163,271.044617,146.0,15.833774,20.316792,10.922132,53.865670388871806,5.84175925545129,7.495737131721011,4.0296435770941725
dish_1550861584,35.599998,40.0,0.12,9.2,0.44,112.35955687413241,0.3370786706223972,25.842698081050454,1.2359551256154566
dish_1563551360,322.640015,218.0,23.98,3.488,21.800001,67.56756442625382,7.432432086887921,1.0810810308200611,6.756756752568339
dish_1563563289,331.901978,218.0,22.633001,4.912,28.177,65.68204302777612,6.819182318943578,1.47995502455246,8.489554708227741
dish_1561739160,34.77,61.0,0.183,8.54,0.427,175.43859649122805,0.5263157894736842,24.561403508771928,1.2280701754385965
dish_1550862733,68.089996,124.0,0.565,16.658001,0.892,182.11192140472443,0.8297841580134621,24.464682007030813,1.31003091849205
dish_1551124591,21.42,63.0,0.441,4.284,0.441,294.1176470588235,2.0588235294117645,19.999999999999996,2.0588235294117645
dish_1562009182,306.229919,274.0,20.686609,10.74478,23.34761,89.47525470233364,6.755254048184626,3.5087296613888337,7.624209311827562
dish_1550792824,159.940002,155.0,5.672,15.639999,10.889999,96.91134054131123,3.546329829356886,9.778666252611401,6.80880259086154
dish_1562007763,290.70047,298.0,6.343606,47.406929,11.839698,102.51101417207892,2.1821794784163924,16.30782674689174,4.072816944534008
dish_1559845046,313.625977,207.0,18.192999,31.922001,10.976,66.00218578195135,5.800858453762586,10.178366379389551,3.4997101021386383
dish_1563219056,416.869659,258.0,21.949057,21.629845,32.360081,61.88984840463048,5.265208567265866,5.188634992502537,7.762637625781252
dish_1559846334,126.172005,233.0,0.329,32.792,1.572,184.66854037866798,0.2607551492900505,25.989917493979746,1.2459182209238888
dish_1558372948,687.939026,119.0,58.904999,27.013,26.656,17.2980446671156,8.5625319648605,3.9266561394352415,3.8747620054338943
dish_1565033220,908.60498,578.0,59.342999,19.202002,76.664001,63.61400308415655,6.531220971296019,2.1133498519895855,8.437550166189933
dish_1562010394,188.610443,116.0,12.935694,3.708065,14.15958,61.50242698915669,6.858418756802347,1.9659913528754078,7.507314958164856
dish_1563395341,143.585999,54.0,5.076,18.09,6.048,37.60812361656515,3.5351636199571237,12.598721411549326,4.212109845055297
dish_1558114609,540.89801,160.0,41.223,14.648001,29.140001,29.580437909172563,7.621214949561378,2.708089275462485,5.38733743908579
dish_1561405332,18.549999,53.0,0.212,3.71,1.272,285.71430111667394,1.1428572044666956,20.000001078167173,6.857143226800174
dish_1566415558,169.100739,234.0,14.586706,12.861994,14.924493,138.37905226422458,8.626045093747344,7.606113418581807,8.82579998659852
dish_1558629578,22.5,90.0,0.27,4.5,1.62,400.0,1.2,20.0,7.2
dish_1559593722,140.562927,106.0,12.200334,6.836887,2.779168,75.41106482508009,8.679624322279516,4.8639332901768615,1.9771699830923413
dish_1561480439,155.161987,189.0,4.895,24.115999,5.747,121.80818488744926,3.1547675398098627,15.542465952050483,3.7038711034294756
dish_1562702355,68.882935,99.0,5.822042,3.473425,1.640872,143.7220989494713,8.45208178193917,5.0425043590259335,2.382116847953706
dish_1551390429,61.0,100.0,0.5,15.000001,1.1,163.9344262295082,0.819672131147541,24.59016557377049,1.8032786885245904
dish_1563220171,465.47464,363.0,13.715989,34.069401,50.018417,77.98491449501952,2.9466672985664695,7.319281883971165,10.74568036617419
dish_1550711385,302.820007,335.0,11.537999,36.132,14.016001,110.62677242458423,3.8101838495763594,11.931840421627097,4.628492396805209
dish_1551392958,76.599998,85.0,0.681,14.97,4.324,110.96606033853944,0.8890339657711218,19.543081450211005,5.644908763574641
dish_1551566047,37.5,75.0,0.075,9.75,0.375,200.0,0.19999999999999998,26.0,1.0
dish_1568314951,496.129456,325.0,30.264463,18.69434,38.371338,65.50709619627987,6.1001141202146245,3.768036703710654,7.734138244756829
dish_1563221025,245.445801,123.0,12.988835,4.359616,25.94677,50.11289641088625,5.291936120756859,1.7762031300751404,10.571282904122691
dish_1559674781,81.660004,203.0,0.229,20.610001,1.067,248.59170959629148,0.2804310418598559,25.238794991976736,1.306637212508586
dish_1563827162,319.539948,354.0,9.728971,34.357613,25.044996,110.7842703911312,3.0446806607103785,10.752212114649277,7.837829403414688
dish_1560798707,298.022003,139.0,10.275999,38.349998,12.840001,46.64085154813217,3.4480672220701774,12.868176716468817,4.30840705409258
dish_1568315177,637.806702,497.0,36.816135,34.708759,45.134315,77.92329532467033,5.772302938265456,5.441893114506659,7.076488042297179
dish_1558031675,248.882004,180.0,11.228,25.952,11.348,72.32342921828933,4.511374795905292,10.42743130596136,4.559590415384152
dish_1566244863,56.870998,261.0,0.573,10.725,4.884,458.9333916735557,1.0075434230994154,18.858469830263925,8.587857030397112
dish_1558116001,569.807007,223.0,39.426998,27.921001,28.353001,39.13605786880048,6.919359979018299,4.900080317896126,4.975895461390842
dish_1551233007,107.599998,205.0,1.393,20.700001,4.993,190.5204496379266,1.2946096894908865,19.23791950256356,4.6403346587422805
dish_1560369102,69.738571,121.0,5.188934,4.877475,2.574234,173.50513247539874,7.440551083273559,6.993941702648309,3.691262902418807
dish_1558724932,416.231995,72.0,35.639999,16.344,16.128,17.29804552867206,8.562532296442038,3.9266563350085577,3.874762198422541
dish_1565638550,277.656799,215.0,12.71771,10.055079,30.124464,77.43372421433124,4.580370459431826,3.621405647624714,10.849532267351394
dish_1561741174,245.839996,113.0,18.629999,1.768,16.700001,45.96485593825018,7.5780992934933185,0.7191669495471356,6.793036638350743
dish_1560367676,430.621216,198.0,25.719105,6.42366,40.699318,45.9800847341437,5.972558723163328,1.4917193490067149,9.45130348617101
dish_1551390087,122.332001,157.0,4.005,15.126999,8.313999,128.33927240346537,3.273877617680757,12.36552895100604,6.796258486771585
dish_1551490399,165.408005,48.0,13.104,2.016,9.264,29.01915176354373,7.922228431447437,1.2188043740688366,5.600696290363939
dish_1560356566,676.799988,213.0,51.949997,3.224,46.139999,31.471631763681415,7.675827116001663,0.47635934650755346,6.817375859646145
dish_1558640563,4.14,23.0,0.046,0.897,0.207,555.5555555555555,1.1111111111111112,21.666666666666668,5.0
dish_1550876748,30.4,19.0,2.85,1.71,0.38,62.5,9.375,5.625,1.25
dish_1550777418,169.960007,28.0,15.120001,5.88,5.6,16.474463901381224,8.896211095119572,3.459637419290057,3.294892780276245
dish_1562688482,193.459991,169.0,8.417999,19.77,10.864,87.35656355943901,4.35128677329464,10.2191672282255,5.61563139946595
dish_1562875241,479.689514,275.0,16.303005,37.119999,44.287632,57.328749529429984,3.398657782625617,7.738338637104333,9.23256204428934
dish_1563563240,48.299999,42.0,4.494,2.646,0.336,86.95652353947254,9.30434801872356,5.47826098298677,0.6956521883157804
dish_1551306375,209.309982,106.0,8.570999,23.296001,9.622001,50.642591904670844,4.094883062003226,11.129904449564188,4.597010093861648
dish_1551564176,40.150002,55.0,2.64,1.045,4.4,136.98629454613726,6.575342138214588,2.602739596376608,10.958903563690981
dish_1565711270,31.620001,93.0,0.186,7.44,0.744,294.1176377571905,0.5882352755143809,23.52941102057524,2.3529411020575237
dish_1565378680,92.418648,81.0,2.752427,15.020389,3.302913,87.64464937855399,2.9782160414205583,16.25255219054925,3.573859898924295
dish_1565972429,468.493896,831.0,4.998146,38.314857,59.02866,177.37691079757417,1.0668540279124576,8.178304419146585,12.599664692322907
dish_1558719145,547.072998,416.0,36.821003,48.143997,18.493002,76.04104050479933,6.7305465878613875,8.800287562355619,3.380353639753209
dish_1561578676,212.034836,224.0,10.345771,13.637113,16.441778,105.64301801803927,4.879278893587089,6.4315436355939175,7.754281470993757
dish_1551323073,241.319992,198.0,10.554,23.33,12.352,82.04873469414004,4.373446191727041,9.667661517243873,5.118515004757666
dish_1551323262,42.0,84.0,0.084,10.92,0.42,200.0,0.2,26.0,1.0
dish_1551567471,71.050003,49.0,2.94,0.735,10.29,68.96551432939418,4.13793085976365,1.0344827149409126,14.482758009172777
dish_1560366410,58.741066,96.0,4.515482,3.791994,2.187943,163.42910767060306,7.68709577044448,6.455439538669591,3.724724709626482
dish_1565637504,28.0,56.0,0.056,7.28,0.28,199.99999999999997,0.19999999999999998,26.0,1.0
dish_1559667994,445.299988,213.0,25.459999,35.803001,18.3964,47.83292291487778,5.717493753896081,8.040198060818273,4.131237479395575
dish_1567613019,376.526337,645.0,4.760488,38.998512,39.138195,171.3027580325676,1.2643174015208396,10.357445991885555,10.394543795219297
dish_1551304155,155.600006,180.0,0.512,24.039999,14.559999,115.68122947244615,0.3290488304994024,15.449870226868757,9.357325474653258
dish_1551224447,83.699997,93.0,12.089999,0.0,17.112,111.11111509358837,14.444443767423316,0.0,20.444445177220256
dish_1551566499,56.099998,34.0,1.224,0.0,10.54,60.60606276670456,2.181818259601364,0.0,18.78787945767841
dish_1562777037,215.273514,171.0,15.01899,5.570336,14.505756,79.43383132585461,6.976701276869574,2.5875621652183374,6.738291083964932
dish_1558640849,105.23999,238.0,0.534,27.059999,1.74,226.14977443460415,0.5074116787734396,25.712658277523587,1.653363897126938
dish_1550861074,124.599998,140.0,0.42,32.200001,1.54,112.35955236532187,0.33707865709596563,25.842697846592262,1.2359550760185407
dish_1562603895,1268.157349,517.0,90.776642,68.637192,46.984001,40.76781169211203,7.158152895741331,5.412356128687309,3.7049031050483627
dish_1558457468,23.800001,70.0,0.14,5.6,0.56,294.11763470093973,0.5882352694018794,23.529410776075174,2.3529410776075177
dish_1558630038,12.75,51.0,0.153,2.55,0.918,400.0,1.2,20.0,7.2
dish_1564170836,240.164917,135.0,12.184845,5.314849,25.070414,56.21137412005934,5.0735324510365505,2.2129997446712832,10.438832745916839
dish_1566230300,401.849976,662.0,4.155,35.613998,47.939003,164.73809618940976,1.0339679602220506,8.86251091875143,11.929577171357103
dish_1564774805,621.091003,353.0,41.685188,15.256662,44.937073,56.835471500140216,6.711607123376733,2.456429400250063,7.235183376179094
dish_1562871537,685.772949,554.0,30.779623,53.014832,50.176342,80.78475548034484,4.488311043018409,7.7306683031616625,7.316757255177179
dish_1560527105,92.725296,104.0,3.845912,12.959577,2.126438,112.15925371648315,4.147640574800645,13.97631235385865,2.293266338022798
dish_1564590288,464.855835,848.0,4.442219,57.084778,44.839493,182.4221481483609,0.9556121845819144,12.280103572325816,9.64589225818796
dish_1562008394,2.4,24.0,0.0,0.48,0.24,1000.0,0.0,20.0,10.0
dish_1560445004,339.5979,290.0,21.015444,24.439625,14.747491,85.39510992264677,6.18833155328699,7.19663608049402,4.342633155269806
dish_1551395580,61.099998,47.0,0.141,13.16,1.269,76.92307944101734,0.23076923832305196,21.538462243484854,2.0769231449074677
dish_1562875940,386.66684,418.0,23.183083,52.980984,26.294006,108.10339981571732,5.995622226100381,13.70197247842613,6.8001709171647615
dish_1563207406,372.070038,443.0,14.062,46.752998,15.986001,119.0636049011826,3.7793959641544688,12.565644428482575,4.296503176103634
dish_1560975346,326.338562,224.0,14.924776,4.475055,41.01273,68.64037110024404,4.573402514410785,1.3712921245267975,12.567540209973712
dish_1559674074,140.980011,53.0,5.141,17.49,5.83,37.5939820291261,3.646616256825232,12.406014069611613,4.135338023203872
dish_1562873264,503.60022,595.0,35.514572,66.933792,33.333626,118.1492732469418,7.052135918447376,13.291056941952885,6.6190650194712
dish_1551227669,81.310005,243.0,0.701,16.920002,5.846,298.85621086851484,0.8621325260034112,20.809249735011083,7.189767114145424
dish_1560527745,87.761002,149.0,0.596,5.364,14.900001,169.77928305786662,0.6791171322314664,6.112054190083198,16.977929445244936
dish_1565195436,340.958527,164.0,20.772194,19.309807,18.284878,48.09969160853396,6.092293447759997,5.663388790977502,5.362786542071142
dish_1551322934,7.48,34.0,0.102,1.122,1.054,454.5454545454545,1.3636363636363635,15.0,14.09090909090909
dish_1550705669,148.050003,191.0,2.703,8.34,22.830002,129.01046682180748,1.825734512143171,5.63323190206217,15.420467097187428
dish_1566844803,249.819977,227.0,11.004,27.212,12.808001,90.8654314702783,4.404771840964504,10.892643705591247,5.126892234082626
dish_1560456794,205.283386,188.0,23.160921,7.713231,24.065845,91.58071856823327,11.282413765330233,3.757357646078577,11.72323073431768
dish_1563563378,385.441956,351.0,22.842001,17.222,29.950001,91.06429503486642,5.926184382480666,4.46811763273638,7.770301217545709
dish_1563479625,202.649231,214.0,9.457832,15.650263,15.189233,105.60119026555792,4.667094937063935,7.7228336484533715,7.495332168321921
dish_1562871363,245.872986,140.0,4.697,41.785004,7.775,56.939968183409945,1.9103359325534037,16.994548559311838,3.162201804471517
dish_1550711598,22.75,91.0,0.273,4.55,1.638,400.0,1.2,20.0,7.199999999999999
dish_1566850142,464.951172,284.0,31.75317,9.052546,35.226067,61.08168278797242,6.829355836100571,1.9469885323786216,7.576293839302335
dish_1550788505,165.189987,272.0,9.641999,26.720001,14.0,164.6588906142356,5.83691492148371,16.175315153938477,8.475089958085656
dish_1562775356,177.600006,120.0,13.2,1.92,12.0,67.56756528487955,7.4324321813367495,1.0810810445580727,6.756756528487955
dish_1551375480,99.169998,176.0,0.451,14.42,10.649,177.47302969593687,0.4547746385958382,14.540688001223918,10.738126666091087
dish_1564086709,393.270325,307.0,14.645413,53.99876,15.606251,78.06335247898502,3.724006635893516,13.73069783487986,3.9683266211352204
dish_1557937758,106.782997,128.0,2.262,18.932001,3.53,119.86927094769591,2.1183147725288136,17.729415292586328,3.305769737854426
dish_1566316558,490.288025,263.0,40.265041,5.577225,25.660692,53.64193832798588,8.212527931923281,1.137540530385175,5.233799459001676
dish_1551494095,115.5,70.0,2.52,0.0,21.700001,60.6060606060606,2.1818181818181817,0.0,18.787879653679653
dish_1550785481,107.099998,119.0,15.469999,0.0,21.896,111.11111318601517,14.444443780475138,0.0,20.444444826226793
dish_1550861835,251.519989,277.0,10.964,30.615997,10.466,110.13041194113602,4.359096882753124,12.172391197106803,4.1611006908878325
dish_1563295016,127.879997,79.0,7.621,8.182,6.965,61.776667073271824,5.9594934147519565,6.398185949284938,5.446512483105547
dish_1551565945,97.769997,178.0,4.593,17.257,1.676,182.05994217223918,4.697760193242105,17.6506091127322,1.7142273206779375
dish_1558110478,205.438995,161.0,6.801,27.931999,8.301001,78.3687634375353,3.310471802103588,13.596249825891137,4.040616047600895
dish_1568320383,437.124115,196.0,18.984426,37.518093,26.864243,44.83852372226135,4.3430287528291585,8.582938280584221,6.145678556306598
dish_1558639306,40.59,99.0,0.198,9.900001,0.891,243.90243902439022,0.4878048780487805,24.390246366100023,2.195121951219512
dish_1551381050,217.880005,102.0,8.707001,27.549,9.472,46.814759344254654,3.996236827697888,12.644115737008542,4.3473470638115685
dish_1566931116,35.5,142.0,0.426,7.1,2.556,400.0,1.2,20.0,7.2
dish_1561061123,399.430664,357.0,20.405451,26.884327,31.093739,89.37721416400821,5.10863407322178,6.730661770123889,7.784514761240264
dish_1550707110,645.002014,334.0,43.278999,26.605999,35.141003,51.78278404569446,6.709901374044391,4.1249482052004875,5.448200507479345
dish_1558376938,51.060001,74.0,0.148,13.320001,0.518,144.927533393507,0.28985506678701395,26.086957969311438,1.0144927337545488
dish_1563468362,411.686035,598.0,9.998622,58.30032,23.599888,145.2563237905313,2.4287007937978755,14.161354780955833,5.732496609946947
dish_1560543583,254.657333,350.0,22.387531,18.003635,24.094866,137.43959220683428,8.791237517593888,7.069749293259111,9.461681592338048
dish_1566230258,357.959961,585.0,3.924,24.834,47.400002,163.42609893177408,1.096211986680823,6.937647420293466,13.24170498498853
dish_1567542843,471.296509,216.0,19.758106,42.703159,28.489662,45.83102057308046,4.19228778968104,9.060784067891325,6.044955024269021
dish_1565981848,147.410431,198.0,11.091943,8.199256,15.093219,134.31885291753878,7.524530608013758,5.562195256046704,10.238908398551525
dish_1566849955,147.169998,288.0,7.563,20.534,2.621,195.6920594644569,5.138955019894748,13.952572045288742,1.7809336383900747
dish_1558373008,251.558014,73.0,19.929001,3.066,14.089001,29.019151025735162,7.922228627548316,1.2188043430808768,5.600696545489503
dish_1561577598,813.452026,393.0,46.151894,26.876921,67.191734,48.312621696021196,5.673585229966592,3.3040572942158972,8.260073348197672
dish_1566838351,190.009995,417.0,0.822,48.034,2.49,219.4621393469328,0.4326088214464718,25.27972278510928,1.310457378834203
dish_1563565761,88.662773,159.0,7.853437,5.880221,11.434039,179.33118333666374,8.857648745093952,6.632119435289938,12.896099020047568
dish_1561662022,159.686279,166.0,11.945532,12.441322,2.925065,103.95382811819417,7.480625182580652,7.791102703319925,1.8317572544852145
dish_1565117990,582.0,380.0,12.681999,31.670002,80.834999,65.29209621993127,2.179037628865979,5.441581099656357,13.88917508591065
dish_1558460138,10.08,56.0,0.112,2.184,0.504,555.5555555555555,1.1111111111111112,21.666666666666668,5.0
dish_1563479596,104.373558,151.0,5.351235,12.756775,3.778007,144.67265741769575,5.127002568983994,12.22222873728229,3.619697433328851
dish_1562874203,362.521729,332.0,40.901203,13.621237,42.49926,91.58071735887589,11.282414191509057,3.7573573969134415,11.72323107837765
dish_1564675157,208.928787,284.0,4.172829,42.405174,2.354732,135.93148367821615,1.9972494264277711,20.296472596665197,1.1270500507907508
dish_1561580552,22.25,89.0,0.267,4.45,1.602,400.0,1.2,20.0,7.2
dish_1561737248,699.382019,394.0,45.718998,30.168999,40.369003,56.33544891007557,6.537056538195043,4.313665233077717,5.772096208266973
dish_1551226892,67.580002,31.0,0.899,13.95,1.86,45.87155827547919,1.3302751899888965,20.642201223965635,2.7522934965287518
dish_1568666303,443.199982,560.0,8.483999,19.77,72.892006,126.3537957454159,1.914259779911273,4.460740253369415,16.44675292428148
dish_1558638924,6.25,25.0,0.075,1.25,0.45,400.0,1.2,20.0,7.2
dish_1561494001,162.687851,216.0,13.844637,7.95715,3.520412,132.76959445484346,8.509939073446855,4.891053604242397,2.1639058960831683
dish_1566502000,63.008781,184.0,4.846829,3.949269,2.692683,292.02278964895385,7.692307203975267,6.267807339424643,4.273504354893011
dish_1562010130,638.187561,376.0,37.53344,28.654207,47.262806,58.91684874127467,5.881255338350288,4.4899350521813135,7.4057861494420445
dish_1562097001,529.879639,418.0,41.238701,40.368938,46.891212,78.88583920470286,7.782654392576123,7.618510889790955,8.849408157764675
dish_1551224833,151.149994,330.0,0.615,39.450001,2.434,218.32617472680812,0.4068805983545061,26.099902458481075,1.6103209372274274
dish_1550706766,279.899994,323.0,5.703,6.15,49.262001,115.39835902961828,2.0375134413186164,2.1972133375608434,17.59985782636351
dish_1558640477,59.416,56.0,1.344,12.32,1.736,94.25070688030159,2.2620169651272386,20.735155513666353,2.9217719132893496
dish_1561061593,42.458584,52.0,1.65987,4.35921,3.223788,122.47228970236031,3.9093861443895537,10.266969807565886,7.5927826514421675
dish_1563302420,435.626282,381.0,14.9235,29.277687,45.639103,87.46028780696936,3.425757493667473,6.720826591449778,10.4766642615011
dish_1557863012,3.1,31.0,0.0,0.62,0.31,1000.0,0.0,20.0,10.0
dish_1551125436,53.400002,142.0,0.72,10.872,2.868,265.91759303679424,1.3483145562429004,20.359549799267796,5.370786315700887
dish_1565382803,359.408569,177.0,15.261753,43.129684,13.366736,49.24757372715841,4.2463520117128875,12.00018244417539,3.719092184471539
dish_1564516760,442.728943,329.0,19.221478,11.774262,52.757278,74.31183463422224,4.341590560976719,2.659474196607923,11.91638333886836
dish_1565895879,96.681755,231.0,3.165525,15.13875,5.10345,238.92822384119944,3.2741699817095795,15.658331812450033,5.278607116720213
dish_1568318316,525.419983,297.0,35.039997,6.095,48.029999,56.526209434253666,6.668950198645185,1.160024398995879,9.141258527276074
dish_1559242155,116.116005,203.0,0.203,30.855999,0.812,174.8251672971353,0.1748251672971353,26.573424567956845,0.6993006691885412
dish_1567023335,138.336395,117.0,12.019873,5.832454,3.287284,84.5764413623761,8.688872512544512,4.216138493416718,2.3762972860468135
dish_1550778694,160.119995,164.0,3.792,29.779999,2.936,102.42318581136604,2.3682239060774393,18.59855104292253,1.8336248386717726
dish_1551567937,14.0,56.0,0.168,2.8,1.008,399.99999999999994,1.2,19.999999999999996,7.199999999999999
dish_1563566909,222.530014,187.0,0.748,46.75,9.35,84.03360815858305,0.33613443263433224,21.008402039645762,4.201680407929152
dish_1558637932,248.286987,393.0,2.309,60.889999,4.282,158.2845741327555,0.9299722179962658,24.52403959455193,1.7246171665049848
dish_1550796973,45.239998,87.0,0.174,12.18,0.261,192.307700809359,0.384615401618718,26.92307811331026,0.5769231024280771
dish_1563294522,250.965668,400.0,4.807397,53.672115,2.934019,159.384350531962,1.9155596214857564,21.38623797737944,1.1690917819085918
dish_1557937157,355.25,271.0,22.122999,14.700001,24.341999,76.28430682617875,6.227445179451091,4.137931315974666,6.852075721323012
dish_1565727791,121.074005,99.0,6.6,6.161,10.278,81.76817145843981,5.451211430562654,5.088623276317653,8.48902289141257
dish_1561753477,432.267029,280.0,24.355024,18.788651,34.092751,64.77477605630662,5.634254376592762,4.346538074732506,7.886965397030085
dish_1564675060,23.1,77.0,0.154,5.852,0.462,333.3333333333333,0.6666666666666666,25.333333333333332,2.0
dish_1551378762,55.630001,153.0,0.352,12.295,2.976,275.03145290254446,0.6327521007953963,22.101383747952838,5.349631397633806
dish_1550777860,89.679993,178.0,0.401,19.720001,3.068,198.48351237047936,0.44714544078967544,21.98929810353576,3.421052898610285
dish_1558030289,38.52,107.0,0.107,9.63,0.535,277.77777777777777,0.27777777777777773,25.0,1.3888888888888888
dish_1551567170,244.298004,108.0,20.165001,13.473,8.39,44.208302250394155,8.254263510069448,5.514985705736671,3.4343301470445087
dish_1566416339,77.979889,186.0,3.410321,11.653813,2.489692,238.52303765141292,4.373334001539807,14.944639123556588,3.1927360142818357
dish_1560441511,51.919998,123.0,0.296,12.7,0.864,236.90293670658463,0.5701078802044638,24.460709724988817,1.66409867735357
dish_1551390006,58.400002,80.0,3.84,1.52,6.4,136.9862966785515,6.575342240570471,2.6027396368924784,10.958903734284121
dish_1558640604,60.839996,117.0,0.234,16.379999,0.351,192.3077049511969,0.38461540990239385,26.923077049511974,0.5769231148535907
dish_1559667973,334.460022,179.0,17.98,24.923002,17.5124,53.5191019033061,5.375829342019239,7.45171331717487,5.236021900399205
dish_1567110811,537.987976,282.0,31.243414,21.507914,39.921242,52.41752837985361,5.807455815703956,3.9978428811576268,7.420471047851077
dish_1551487735,4.08,20.0,0.02,0.78,0.44,490.19607843137254,0.49019607843137253,19.11764705882353,10.784313725490195
dish_1551224928,67.079994,129.0,0.258,18.059999,0.387,192.30770950873966,0.38461541901747937,26.923077840466117,0.5769231285262191
dish_1563568118,139.833847,134.0,16.134104,4.55647,18.415512,95.82801508707689,11.538053444242296,3.25848862614786,13.169566878897355
dish_1562097653,116.16552,102.0,5.921285,14.058498,3.374529,87.80574476832713,5.097282739318862,12.10212634523566,2.90493168713057
dish_1551393161,484.329987,190.0,34.821003,31.131001,18.821001,39.22945204712257,7.18952035484848,6.42764268899171,3.8859871379386632
dish_1560367153,117.181976,254.0,6.299616,13.828617,10.151685,216.75688418157415,5.375925731103903,11.800976115985618,8.66317956611348
dish_1550776854,64.32,12.0,4.2,6.36,0.84,18.656716417910452,6.529850746268658,9.888059701492539,1.3059701492537314
dish_1563220058,146.639999,52.0,6.24,16.639999,6.24,35.46099314962488,4.255319177954987,11.347517125937786,4.255319177954987
dish_1558632799,20.159,19.0,0.456,4.18,0.589,94.2507068803016,2.2620169651272386,20.735155513666353,2.9217719132893496
dish_1551396309,273.899994,77.0,20.150999,18.945,8.97,28.112450415022646,7.357064418190531,6.916758092371481,3.2749179249708202
dish_1563305083,1234.856323,901.0,56.759739,32.056351,147.491821,72.96395404212544,4.59646502534854,2.5959579590701907,11.944047113244606
dish_1565034234,43.75,175.0,0.525,8.75,3.15,400.0,1.2,20.0,7.2
dish_1564083508,276.261993,225.0,18.447001,6.015,22.819998,81.444428007149,6.677357532854691,2.177281042057783,8.260274152152373
dish_1551305257,128.740005,193.0,2.452,23.900999,5.175,149.91455064802895,1.904613876626772,18.565323964373,4.01972953162461
dish_1567629081,239.309998,90.0,8.46,30.150002,10.08,37.608123668949254,3.5351636248812306,12.598722264834084,4.2121098509223165
dish_1563391453,239.656799,307.0,14.443798,9.727267,26.858393,128.09984998589587,6.026867612464439,4.058832063429171,11.207023173166892
dish_1558373405,13.6,40.0,0.08,3.2,0.32,294.11764705882354,0.5882352941176471,23.52941176470588,2.3529411764705883
dish_1551395022,70.949997,43.0,1.548,0.0,13.33,60.60606316868484,2.1818182740726546,0.0,18.7878795822923
dish_1562702007,24.784069,100.0,0.871068,3.561408,0.892431,403.484996753358,3.5146286915195404,14.369746953173832,3.6008251913759604
dish_1563811611,195.360001,132.0,14.52,2.112,13.2,67.56756722170573,7.4324323943876305,1.0810810755472917,6.756756722170572
dish_1566414924,247.482193,227.0,17.619051,20.417046,4.710957,91.72377101087027,7.11932070199491,8.249905074988567,1.9035539255949616
dish_1567801830,265.072388,201.0,11.296759,27.443153,13.996019,75.82834316186869,4.261763771487207,10.353078722028188,5.2800742867265384
dish_1551391197,39.599998,40.0,0.12,0.08,9.599999,101.01010611162152,0.30303031833486455,0.20202021222324307,24.242422941536514
dish_1563568025,244.986359,247.0,16.967199,28.967131,19.446245,100.82194004932332,6.925772957015946,11.823977105598765,7.9376848079937385
dish_1561575068,421.936707,436.0,17.683113,16.640642,49.57029,103.33303378603652,4.1909397088791325,3.9438716101085745,11.748276264572542
dish_1551138312,138.938004,180.0,1.692,27.547001,4.559,129.55418590870212,1.2178093475418,19.826829382117797,3.2813196308765167
dish_1557861795,13.64,31.0,0.651,1.333,0.992,227.27272727272728,4.772727272727273,9.772727272727273,7.272727272727273
dish_1563389153,346.454468,224.0,5.393479,69.070702,11.697627,64.6549606628251,1.5567641633070235,19.936444289123727,3.376382203274111
dish_1563216412,172.449982,205.0,0.714,36.610001,5.238,118.8750486503385,0.4140330962748375,21.22934463397044,3.0374024625876737
dish_1561666923,539.63855,425.0,22.059612,55.690098,34.942749,78.75641945891375,4.087849542995029,10.319888747755327,6.475213640685974
dish_1565724235,256.22879,209.0,8.484778,8.118172,36.216827,81.5677270302061,3.3114069656263063,3.1683293668912067,14.134565830795207
dish_1551492790,103.279999,194.0,6.483,8.936001,5.644,187.83888640432693,6.277110827625008,8.65220864303068,5.464756056010419
dish_1565897680,770.448853,405.0,63.736893,16.571018,37.93084,52.56676006758881,8.272696201937237,2.150826487115297,4.923213248005187
dish_1565383128,600.278931,456.0,39.396999,14.009,50.022999,75.96468515734063,6.563115406094438,2.333748408704353,8.333292477326678
dish_1551488197,69.870003,77.0,2.458,3.28,9.010999,110.2046610760844,3.5179617782469546,4.694432315968271,12.89680637340176
dish_1559233445,24.5,49.0,0.049,6.37,0.245,200.0,0.2,26.0,1.0
dish_1550769882,200.12999,192.0,9.096,19.914,9.93,95.93764532741946,4.545045947386496,9.950532651303288,4.961775094277475
dish_1550789705,225.0,90.0,13.500001,0.0,23.4,40.0,6.000000444444444,0.0,10.399999999999999
dish_1563217804,492.934601,459.0,25.171036,22.654509,44.78577,93.11580056844093,5.106364201039319,4.595844753856101,9.085539929464193
dish_1563898084,419.493378,384.0,22.837477,30.001255,24.971926,91.53898968102423,5.444061383967782,7.151782739225981,5.952877282367971
dish_1557937427,26.434999,17.0,1.785,0.204,2.125,64.30868410473553,6.7524118309972305,0.7717042092568264,8.038585513091942
dish_1558629041,172.004013,226.0,8.396,13.712,10.954,131.3922832719025,4.881281461729618,7.9719070275412705,6.36845606619655
dish_1566588066,566.233398,562.0,22.180496,48.054741,43.871033,99.25235812388446,3.917200235511365,8.486737301214438,7.747870958328742
dish_1565034661,219.813263,146.0,15.149511,16.317738,6.132204,66.42001397340614,6.891991317193631,7.42345469845466,2.7897333929299797
dish_1560973984,171.213257,195.0,6.510186,25.909744,6.088271,113.89304976541624,3.802384297846749,15.13302442462151,3.55595770250431
